Type;Udbudsform;Energimærke;Varmekilde;Byggeår;Rum;Bad;Toilet;Boligareal;Garage;Grundareal;Kontantpris;Ejerudgift;address;description;zip code;Ombygget;Kælder;Carport;Plan;Udhus;Disp. rum;Fritliggende overdækning;Anneks;Udestue;210;Orangeri;Lager;Lysthus;Drivhus;Bygning til lager;Etage;Overdækket areal;Ukendt bygning;Overdækning;overdækning;Erhverv;Bygning til detailhandel;Tiloversbleven landbrugsbygning;Værksted;Skur;Gammel mølle - bygning til fritidsformål;Ukendt;Fritliggende enfamiliehus;Fritliggende udestue;Overdækket terrasse;Bygning til industri uden integreret produktionsapparat;Nørrebro 8B, stuen Værksted ;Unnamed: 48;Anden bygning til landbrug mv.;Maskinhus, garage mv.;Pejsestue;Anneks i tilknytning til helårsbolig.;Lade til halm, hø mv.;Garage/udhus;Overdækkede arealer;Hønsehus;Carport/Udhus ;Legehus;Drivhus 2;Brændeskur;Bygning til kontor;Lade til foder, afgrøder mv.;Hundehus;Altan;Carport/Udhus;Voliere;Cykelskur;Udhus/stald;Væksthus;Hal/værksted mv.;Seniorhus;Swimming pool;Dobbelthus;hobbyrum/indbygget udhus;stue/udestue;Anneks med erhvervsstatus;Vindfang;overdækket areal;garage/udhus;værksted;maskinhus, garage mv.;Stald til svin;Bageri lokale;Bolig;Carport/udhus;Anden bygning til helårsbeboelse;Værksted/erhverv;Beboelse;garage;Carport/skur;Overdækket terrasse ;Erhverv - Værksted/Lade bygning;Erhvervsareal;Stald til kvæg, får mv.;Kælder under garage;Erhvervsdel;Udhus (gildesal);Indendørs swimmingpool rum;Garage i kælder;Udhus og garage;Maskinhus;Havepavillion;Erhverv. Heraf er 30m² udhus inkluderet.;Værksted/udhus;Anden bygning til institutionsformål;Fordelingstal:   238/710;Bygning til parkering af flere end to køretøjer i tilknytning til boliger;Lagerbygning;Bygning til parkering- og transportanlæg;Brændehus;Overdækning/brændeskur;Vaskehus;Fyrrum;Udhus med indbygget carport;Garage med indbygget udhus på 62 kvm;udhus med indbygget carport på 21 kvm;Uudmyttet loftsrum;Overdækket arealt;Lade/garage;Stald;Kælder i maskinhus;Erhvervsareal/udhuse;Sommerhus;Anden bygning til fritidsformål;Badeværelse i kælder godkendt til beboelse;Redskabsrum;Overdækket indgangsparti;Privat servicevirksomhed som frisør, vaskeri, netcafé mv.;Fællesrum i bygning 2 (værksted) ;Udhus/Værksted;Overdækket areal ;Lysthus (ikke registreret på BBR);Garage (ikke registreret på BBR);Stald til fjerkræ;Garage/Værksted;Lejlighed;Fritliggende udhus;Minkhal;Butiks/kontorlokale;Leje pr. md.;Depositum;Andel fælleshus;Overdækket terrasse jf. fælles BBR;Parkeringspergola;depot;Depot i kælder;Depotrum i kælder;Fælles trappeareal;pulterrum;kælder;Kælderrum;altan;Altan ;Kælderum ;Pulterrum;depotrum;Altan på ca. 6m2;kælderrum;altan/tagterrasse;tagterrasse;Pulterrum i kælder;Loftrum;Depotrum ;Depotrum;Loftværelse ;Loftsrum;Strygestue;Skabsrum;Viktuolierum;Pulterrum på loftet;Altan/terrasse;fælles adgangsareal;tagetage;areal af åben altan/tagterrasse;balkonareal;altan/terrasse;udestue;Areal af åben/tagterrasse;Andel i fællesareal;hems og loftrum;Købspris;Teknisk Pris;Ydelse;Overdækket altan;Udestue ;Lade;"Maskinhus&nbsp;";Staldbygning;Lade og garage;Hestestald;Ridehal;(UDFASES) Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri, råstofudvinding o. lign;Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri;Bygning til træning og opstaldning af heste;"Stald&nbsp;";anden villa;Maskinhus,  garage mv.;Bed & breakfast bygning;Erhverv - Anden bygning til landbrug mv.;Erhverv - Lade til foder, afgrøder mv.;Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri, råstofudvinding o. lign;Landbrugsbygning;Svinestald;staldbygning;maskinhus;Udhuse;Pavillon;Andre bygninger til landbrug mv.;Anden bygning til serviceerhverv;Bygning til erhvervsmæssig produktion;Bygning til erhvervsmæssig produktion i;Anden bygning til produktion;Bygning til erhvervsmæssig produktion vedrørende industri, håndværk m.v. (fabrik, værksted o.lign.);(UDFASES) Bygning til erhvervsmæssig produktion vedrørende landbrug,;Garage (med plads til et eller to køretøjer);øvrige arealer;Anden bygning til transport, handel etc;Værksted 109 m2 + 3 vær. til bolig 94 m2;Brugsret kælderrum;City;Road;Road1;full_address;latitude;longitude
Villa;Salg;B;Fjernvarme/blokvarme;1966.0;5.0;2.0;2.0;174.0;36.0;780;3.595.000;2.188;Rudevej 4, Seest 6000 Kolding;I den sydlige del af Kolding finder I denne lækre etplansvilla på et trygt og lukket vænge. Boligen med fire værelser, to badeværelser og et bryggers samt et åbent opholdsmiljø og en udestue er gennemgribende renoveret i 2019, så alt er nydeligt og tiltalende. I vil ligeledes værdsætte haven, der er perfekt til de lange sommerdage, og hertil har I en garage og et skur.;6000;2018.0;;;1.0;;;;;;;;;;;;;31.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Rudevej 4, Seest;Rudevej 4;Rudevej 4 Kolding;55.475805;9.45131
Villa;Salg;D;Fjernvarme/blokvarme;1928.0;8.0;1.0;1.0;151.0;18.0;772;1.695.000;2.646;Christoffer 2 Vej 7 6000 Kolding;På Christoffer 2 Vej 7 i det sydlige Kolding finder I denne indbydende villa, som ligger ganske ugeneret. I stueplan er der to værelser, et badeværelse, et gæstetoilet, et køkken og to stuer samt en entré med plads til vaskefaciliteter. Hertil bidrager førstesalen med endnu to værelser, og den hyggelige have har glæde af solens stråler hele dagen.;6000;2006.0;;14.0;2.0;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Christoffer 2 Vej 7;Christoffer 2 Vej 7;Christoffer 2 Vej 7 Kolding;55.477384;9.4888
Villa;Salg;D;Fjernvarme/blokvarme;1963.0;4.0;1.0;1.0;91.0;19.0;700;1.295.000;2.085;Margrethesvej 18 6000 Kolding;Det er især den børnevenlige og rolige beliggenhed tæt på alt til husstandens hverdagsbehov, der er iøjnefaldende ved Margrethesvej 18 i Seest. Dertil følger boligen trop med en fin planløsning og mange muligheder for at skabe jeres drømmehjem. Inden døre venter et køkken og en stue foruden en havestue, tre værelser, et badeværelse og et bryggers. Haven er dertil henrivende. Velkommen til.;6000;;;;1.0;;;;;;;;;;;;;;25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Margrethesvej 18;Margrethesvej 18;Margrethesvej 18 Kolding;55.479022;9.450915
Villa;Salg;D;Fjernvarme/blokvarme;1971.0;4.0;1.0;1.0;99.0;;719;1.895.000;2.013;Delken 9, Vonsild 6000 Kolding;Nu kan I få pragtfulde forhold for tilværelsen nær Kolding, hvor denne indbydende etplansvilla venter jer. I får fornøjelsen af en solid ejendom fra 1971 med et tidssvarende interiør og en velindrettet planløsning. Boligen har gennemgået en række forbedringer i 2020 og 2021, heriblandt et nyt tag i topkvalitet, og dertil hører en ugeneret have og en dobbelt carport. Omgivelserne er rolige og familievenlige.;6000;;;31.0;1.0;;;;;;;;;;;;;;;22.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Delken 9, Vonsild;Delken 9;Delken 9 Kolding;55.453223;9.467573
Villa;Salg;E;Centralvarme med én fyringsenhed;1926.0;5.0;1.0;2.0;118.0;;1.531;1.295.000;2.498;Sdr. Vilstrupvej 71, Sdr Vilstrup 6000 Kolding;Denne ejendom er et perfekt valg for jer, der drømmer om at kombinere familielivet med erhvervet. Mulighederne er mange, da I får 2 store garageanlæg samt et lokale, som I eksempelvis kan anvende til kontor eller butik. Selve hovedhuset fordeler sig i halvandet plan og byder på tre værelser og gode opholdsrum. Vi befinder os i Sønder Vilstrup blot 15 minutters kørsel fra Kolding.;6000;;;;2.0;36.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Sdr. Vilstrupvej 71, Sdr Vilstrup;Sdr. Vilstrupvej 71;Sdr. Vilstrupvej 71 Kolding;55.552927;9.570053
Villa;Salg;C;Fjernvarme/blokvarme;1979.0;5.0;2.0;2.0;177.0;;1.244;4.795.000;3.662;Engen 16, Tved 6000 Kolding;Nu kan I få pragtfulde forhold for tilværelsen i denne indbydende ejendom, som ligger fantastisk på en høj grund og drager fordel af en fri udsigt over naturen og fjorden. Villaen tager godt imod jer med et velholdt interiør, masser af plads og nyrenoverede udemiljøer. Dertil hører en dobbelt garage flere terrassemiljøer og et hyggeligt orangeri. Nærmiljøet tilgodeser ethvert behov.;6000;1996.0;122.0;57.0;2.0;;;;;;;;;;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Engen 16, Tved;Engen 16;Engen 16 Kolding;55.480345;9.511463
Villa;Salg;C;Fjernvarme/blokvarme;1964.0;4.0;1.0;1.0;100.0;;723;1.795.000;2.221;Anne-Mariesvej 13 6000 Kolding;I et attraktivt område i Seest tæt på skole, indkøb og natur står denne istandsatte villa klar til at slå dørene op for en ny familie. Hjemmet fordeler sig over et køkken-alrum i forbindelse med stuen, tre værelser, et badeværelse og et bryggers. Der er blandt andet nyere køkken, trægulve, vinduer, døre, tag og carport. Udenfor venter en dejlig, privat have med terrasser. Velkommen til.;6000;;;44.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Anne-Mariesvej 13;Anne-Mariesvej 13;Anne-Mariesvej 13 Kolding;55.479332;9.450248
Villa;Salg;B;Fjernvarme/blokvarme;2007.0;6.0;2.0;2.0;198.0;;240;4.450.000;2.839;Strynøvænget 16, Drejens 6000 Kolding;Denne energivenlige villa har mange forcer, og med naturskønne omgivelser, lækre kvalitetsmaterialer og et fantastisk lysindfald får I fortrinlige rammer. Det bæredygtige hus er bygget i sibirisk lærketræ, og indenfor venter fem værelser, to badeværelser og store opholdsrum, som sikrer jer både privatliv og kvalitetstid med hinanden. Endelig får I en rolig beliggenhed med sublim udsigt til skov, mark og fjord fra alle tre etager.;6000;;;26.0;3.0;;;;;;;;;;;;;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Strynøvænget 16, Drejens;Strynøvænget 16;Strynøvænget 16 Kolding;55.501472;9.560135
Villa;Salg;D;Fjernvarme/blokvarme;1979.0;4.0;1.0;2.0;96.0;;652;1.495.000;2.127;Højbjergvej 40, Seest 6000 Kolding;Find jer til rette i denne velindrettede rødstensvilla, hvor en fantastisk udsigt hører med. I får fornøjelsen af en lys, rummelig og velholdt ejendom, og takket være den høje placering i det kuperede terræn ses et pragtfuldt panorama over naturen og byen. Særligt fra altanen kan I nyde det frie udsyn, og dertil hører ligeledes en herlig have. Nærmiljøet i Seest tilgodeser ethvert behov.;6000;;64.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Højbjergvej 40, Seest;Højbjergvej 40;Højbjergvej 40 Kolding;55.491913;9.439198
Villa;Salg;D;Fjernvarme/blokvarme;1948.0;5.0;2.0;1.0;169.0;;626;1.495.000;2.345;Nr. Bjertvej 62, Nr Bjert 6000 Kolding;I Nr. Bjert finder I denne velholdte villa, der med sine 268 etagemeter giver familien frie hænder i indretningen. Indenfor er der fire værelser, en lys opholdsstue, køkken, en fin hall der binder køkken og stue sammen, to badeværelser og en anvendelig kælder med tre disponible rum. Endelig har I en fin baghave med en sydvendt terrasse.;6000;1983.0;99.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Nr. Bjertvej 62, Nr Bjert;Nr. Bjertvej 62;Nr. Bjertvej 62 Kolding;55.512942;9.528464
Villa;Salg;C;Fjernvarme/blokvarme;1989.0;6.0;2.0;2.0;160.0;;975;7.500.000;3.707;Skolevænget 1B, Strandhuse 6000 Kolding;Denne arkitekttegnede kvalitetsvilla har mange forcer, og med nøgleord som loft til kip, flotte lysindfald og en fantastisk udsigt over fjorden får I fortrinlige rammer i Strandhuse. Her venter store opholdsrum samt en separat voksenafdeling og børneafdeling, som sikrer jer både privatliv og kvalitetstid med hinanden. Læg dertil en ugeneret beliggenhed nær grønne områder og hverdagens gøremål, og resultatet bliver en perfekt base for familielivet.;6000;;;45.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Skolevænget 1B, Strandhuse;Skolevænget 1B;Skolevænget 1B Kolding;55.500698;9.520626
Villa;Salg;C;Fjernvarme;1971.0;4.0;1.0;3.0;161.0;;1.102;2.445.000;3.219;Nyhegnet 11, Tved 6000 Kolding;I et yderst attraktivt kvarter i Kolding venter denne arkitekttegnede villa på sine næste ejere, og er det jer, der overtager nøglerne, har I en del at se frem til. Huset er energioptimeret over de seneste år, og her kan I glæde jer til en lys og indbydende bolig, som blandt andet byder på tre værelser, og mulighed for at etablere et fjerde, et stort opholdsmiljø og en fuldt, isoleret kælder med varmegenvindingsanlæg fra Duka. Boligen ligger på en lukket vej, og herfra får I hverken langt til naturen eller hverdagens fornødenheder. I kan gå til fjorden og Geografisk Have, og det samme gør sig gældende for både bus, indkøb, daginstitution og skole.;6000;1980.0;161.0;;2.0;;;;;;;;;;;;;;;;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Nyhegnet 11, Tved;Nyhegnet 11;Nyhegnet 11 Kolding;55.478066;9.503487
Villa;Salg;D;Fjernvarme/blokvarme;1905.0;5.0;1.0;1.0;174.0;;642;2.695.000;2.359;Sommerfuglevej 2B 6000 Kolding;Denne unikke villa har flere kvaliteter, og med nøgleord som store lyse opholdsrum, en dejlig ugenert have og en fantastisk udsigt til området med kig mod fjorden får I skønne rammer her. Glæd jer til store opholdsrum og en brugbar underetage med mange muligheder, som tilsammen sikrer jer både privatliv og kvalitetstid med hinanden. Endelig bosætter I jer for enden af en blind vej nær Kolding Fjord og alle hverdagens gøremål.;6000;;80.0;;1.0;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Sommerfuglevej 2B;Sommerfuglevej 2B;Sommerfuglevej 2B Kolding;55.505953;9.505775
Villa;Salg;D;Fjernvarme/blokvarme;1970.0;5.0;2.0;2.0;180.0;;1.435;2.495.000;3.136;Idyl 14, Tved 6000 Kolding;Glæd jer til at opleve denne spændende, velindrettede villa i Kolding, der fremstår flot og velholdt inde som ude. Boligen er arkitekttegnet, og man har ved opførelsen haft fokus på lysindfald med store vinduespartier fra kælder til første sal, så den vidunderlige udsigt kan nydes til fulde. Bemærk desuden, at sydgavlen blev renoveret i 2014, ligesom flere vinduer er skiftet over de seneste to år.;6000;1976.0;69.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Idyl 14, Tved;Idyl 14;Idyl 14 Kolding;55.47773;9.506088
Villa;Salg;C;Fjernvarme/blokvarme;1949.0;2.0;2.0;2.0;88.0;17.0;355;1.295.000;1.883;Broagervej 9 6000 Kolding;Her kommer I til at bo dejligt tilbagetrukket fra Haderslevvej, men samtidig med en nem rute til både midtbyen og det nye butiksområde i Kolding Syd, hvor der både er Føtex og en række specialbutikker. Jeres nye bolig er en velindrettet villa med et nyere køkken, to badeværelser, to værelser og en god, høj kælder. Læg dertil en charmerende have med en hævet terrasse.;6000;1967.0;54.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Broagervej 9;Broagervej 9;Broagervej 9 Kolding;55.475478;9.470962
Villa;Salg;E;Centralvarme med én fyringsenhed (pillefyr);1978.0;5.0;2.0;2.0;221.0;60.0;3.140;1.550.000;2.22;Højkærvej 78, Sdr Vilstrup 6000 Kolding;Omgivet af dejlig natur med kuperede marker mellem Kolding og Fredericia ligger denne indbydende gulstensvilla fra 1978, hvor I får skønne rammer om familielivet. Indenfor venter hele 221 m2 fordelt over halvandet plan med store, lyse opholdsrum, fire værelser og to badeværelser fordelt på hver sin etage. Dertil kommer en kælder på 122 m2, en god garage med værksted og en lækker, sydvendt terrasse.;6000;;122.0;;2.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Højkærvej 78, Sdr Vilstrup;Højkærvej 78;Højkærvej 78 Kolding;55.543957;9.579865
Villa;Salg;F;Fjernvarme/blokvarme;1929.0;4.0;;;122.0;;591;1.695.000;1.959;Poul Møllers Vej 11 6000 Kolding;I Koldings sydvestlige bydel Seest møder I denne skønne murermestervilla fra 1929, hvor jeres nye boligkapitel kan begynde. Her venter jer et hjem med masser af sjæl og charme, og foruden den gode kælder med bryggers og badeværelse kan I se frem til halvandet plan bestående af to stuer, et køkken, to værelser og et badeværelse. Glæd jer også til haven med dejlig terrasse.;6000;;30.0;32.0;1.0;31.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Poul Møllers Vej 11;Poul Møllers Vej 11;Poul Møllers Vej 11 Kolding;55.488539;9.457105
Villa;Salg;C;Fjernvarme/blokvarme;1971.0;4.0;;;126.0;;739;2.395.000;3.165;Lyshøj Alle 14, Strandhuse 6000 Kolding;"Der hersker ingen tvivl om, at der er sket en stilfuld transformation af denne attraktive etplansvilla, som ligger i Strandhuse. Således er det takket være en gennemgribende modernisering, at I tager flyttekasserne under armen med det samme og begynder at arrangere møblement og kunstværkerne i de velindrettede rum. Gør I det, er der tre værelser og en vinkelstue til formålet, mens I også glæder jer over et U-formet køkken og en solrig udestue, der kombinerer huset med den nemme have.

Udefra ankommer I til kombinationen af hvide sandsten og et elegant, sort valmtag. Samme tagbelægning er videreført på carporten, hvor I også har et integreret skur. Med andre ord fremstår det allerede tydeligt udefra, at dette hjem er yderst flot opdateret.

Dette bliver da også klart indenfor, hvor grebsfrie, hvide fronter pryder køkkenet sammen med mørke bordplader og et matchende gulv, der skaber nydelige kontraster. Dette afspejler gæstetoilettet og badeværelset også via valget af store, antracitgrå klinker på væggene og omkring badekarret.

Dermed er det tid til at opleve de tre værelser, der udgør en samlet soveafdeling, mens også vinkelstuen og udestuen ligger side om side. De to sidstnævnte gennemstrømmes af et smukt lysindfald, og begge steder bliver havens grønne farvespil en naturlig baggrundskulisse til jeres indretning. Boligen afrundes af et bryggers.

Solskinstimerne bliver nydt udendørs, hvor I får en lækker fliseterrasse og en velanlagt plæne til formålet. Det hele omkranses af hækplanter eller hegn, så I er afskærmet fra nærmiljøet. Netop omgivelserne sikrer jer til gengæld, at hverdagens tilbud er inden for rækkevidde med få hundrede meter til idrætsfaciliteter, bus, indkøb og skole. Tilsvarende er Kobbelskov og kyststrækningen inden for gåafstand, og endelig er det lige før, at helt små familiemedlemmer kan blive fulgt i daginstitution til fods uden klapvogn.";6000;;;;1.0;11.0;;;;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Lyshøj Alle 14, Strandhuse;Lyshøj Alle 14;Lyshøj Alle 14 Kolding;55.502122;9.528666
Villa;Salg;F;Centralvarme med én fyringsenhed;1935.0;4.0;;;150.0;19.0;1.300;745.000;2.416;Sdr. Vilstrupvej 126A, Sdr Vilstrup 6000 Kolding;I februar 2023 er det netop besluttet at der afsættes et større millionbeløb til opførsel af støjskærm for motorvejen, dette forventes at være lavet senest i 2025.Søger I en bolig med en god planløsning? Så skal I vende blikket mod denne villa i Sønder Vilstrup nær Kolding og Fredericia. Her får I en soveafdeling på førstesalen og et opholdsmiljø i stueetagen, som sikrer jer både privatliv og kvalitetstid med familien. Læg dertil en naturskøn beliggenhed, og resultatet bliver en tryg base for familielivet. Det naturlige samlingspunkt bliver den rummelige vinkelstue, hvor I kan indrette jer med en sofagruppe i den ene ende og en spiseplads i den anden. Tilmed får I en udestue med mange glaspartier, som både sikrer et pænt lysindfald og giver udgang til haven. I udestuen kan I tyvstarte med forårssolens stråler og forlænge sommeren langt ind i efteråret. Køkkenet har god opbevaringsplads til remedierne, så bordpladerne er frie til madlavningen. Tilmed er der en spiseplads, som samler jer om madlavning og samvær. Videre finder I et badeværelse med bruseniche, et bryggers, et disponibelt rum og en baggang. Førstesalen rummer tre værelser med mange muligheder, hvad end Iønsker børneværelser, kontor eller hobbyrum. Endelig er der et stort disponibelt rum med adgang til et opbevaringsrum. Desuden er der vedligeholdelsesfri termoruder i næsten hele huset, ligesom det er hulmursisoleret. Til boligen hører også et værksted samt en garage med adgang til to opbevaringsrum og et fyrrum. Udenfor kan I se frem til en dejlig, stor have med et drivhus, flere hyggekroge og to terrasser, hvor det i sommerhalvåret er oplagt at nyde frokosten underåben himmel. Som prikken over i’et understreges den naturskønne beliggenhed af en smuk udsigt tilåbne marker. I finder indkøb, skole, daginstitution og sportsfaciliteter indenfor en radius af 5,5 kilometer. Afslutningsvis får I nem adgang til motorvejen, mens turen til Kolding og Fredericia kan klares på et kvarter. Kom og oplev boligen.;6000;;6.0;23.0;1.0;35.0;;;;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Sdr. Vilstrupvej 126A, Sdr Vilstrup;Sdr. Vilstrupvej 126A;Sdr. Vilstrupvej 126A Kolding;55.547233;9.56462
